cve,reported_at_utc,reported_date,year,severity,description,component_hint,post_title,post_url
CVE-2021-21209,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Inappropriate implementation in storage.,storage,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
CVE-2021-21221,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Insufficient validation of untrusted input in Mojo.,Mojo,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
CVE-2021-21211,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Inappropriate implementation in Navigation.,Navigation,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
CVE-2021-21212,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Incorrect security UI in Network Config UI.,Network Config UI,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
CVE-2021-21213,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Use after free in WebMIDI.,WebMIDI,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
CVE-2021-21214,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Use after free in Network API.,Network API,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
CVE-2021-21215,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Inappropriate implementation in Autofill.,Autofill,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
CVE-2021-21216,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Inappropriate implementation in Autofill.,Autofill,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
CVE-2021-21217,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Uninitialized Use in PDFium.,PDFium,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
CVE-2021-21218,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Uninitialized Use in PDFium.,PDFium,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
CVE-2021-21219,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Uninitialized Use in PDFium.,PDFium,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
CVE-2021-21210,2021-04-14T21:27:00.003000+00:00,2021-04-14,2021,,Inappropriate implementation in Network.,Network,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_14.html
CVE-2021-21222,2021-04-20T19:36:00.001000+00:00,2021-04-20,2021,,Heap buffer overflow in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_20.html
CVE-2021-21223,2021-04-20T19:36:00.001000+00:00,2021-04-20,2021,,Integer overflow in Mojo.,Mojo,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_20.html
CVE-2021-21224,2021-04-20T19:36:00.001000+00:00,2021-04-20,2021,,exist in the wild.,the wild,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_20.html
CVE-2021-21225,2021-04-20T19:36:00.001000+00:00,2021-04-20,2021,,Out of bounds memory access in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_20.html
CVE-2021-21226,2021-04-20T19:36:00.001000+00:00,2021-04-20,2021,,Use after free in navigation.,navigation,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_20.html
CVE-2021-21232,2021-04-26T20:07:00.005000+00:00,2021-04-26,2021,,Use after free in Dev Tools.,Dev Tools,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_26.html
CVE-2021-21227,2021-04-26T20:07:00.005000+00:00,2021-04-26,2021,,Insufficient data validation in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_26.html
CVE-2021-21233,2021-04-26T20:07:00.005000+00:00,2021-04-26,2021,,Heap buffer overflow in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_26.html
CVE-2021-21228,2021-04-26T20:07:00.005000+00:00,2021-04-26,2021,,Insufficient policy enforcement in extensions.,extensions,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_26.html
CVE-2021-4324,2021-04-26T20:07:00.005000+00:00,2021-04-26,2021,,Insufficient policy enforcement in Google Update.,Google Update,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_26.html
CVE-2021-21229,2021-04-26T20:07:00.005000+00:00,2021-04-26,2021,,Incorrect security UI in downloads.,downloads,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_26.html
CVE-2021-21230,2021-04-26T20:07:00.005000+00:00,2021-04-26,2021,,Type Confusion in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_26.html
CVE-2021-21231,2021-04-26T20:07:00.005000+00:00,2021-04-26,2021,,Insufficient data validation in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop_26.html
CVE-2021-30506,2021-05-10T19:28:00+00:00,2021-05-10,2021,,Incorrect security UI in Web App Installs.,Web App Installs,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop.html
CVE-2021-30507,2021-05-10T19:28:00+00:00,2021-05-10,2021,,Inappropriate implementation in Offline.,Offline,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop.html
CVE-2021-30508,2021-05-10T19:28:00+00:00,2021-05-10,2021,,Heap buffer overflow in Media Feeds.,Media Feeds,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop.html
CVE-2021-30510,2021-05-10T19:28:00+00:00,2021-05-10,2021,,Race in Aura.,Aura,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop.html
CVE-2021-30511,2021-05-10T19:28:00+00:00,2021-05-10,2021,,Out of bounds read in Tab Groups.,Tab Groups,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop.html
CVE-2021-30512,2021-05-10T19:28:00+00:00,2021-05-10,2021,,Use after free in Notifications.,Notifications,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop.html
CVE-2021-30509,2021-05-10T19:28:00+00:00,2021-05-10,2021,,Out of bounds write in Tab Strip.,Tab Strip,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop.html
CVE-2021-30514,2021-05-10T19:28:00+00:00,2021-05-10,2021,,Use after free in Autofill.,Autofill,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop.html
CVE-2021-30515,2021-05-10T19:28:00+00:00,2021-05-10,2021,,Use after free in File API.,File API,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop.html
CVE-2021-30516,2021-05-10T19:28:00+00:00,2021-05-10,2021,,Heap buffer overflow in History.,History,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop.html
CVE-2021-30517,2021-05-10T19:28:00+00:00,2021-05-10,2021,,Type Confusion in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop.html
CVE-2021-30518,2021-05-10T19:28:00+00:00,2021-05-10,2021,,Heap buffer overflow in Reader Mode.,Reader Mode,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop.html
CVE-2021-30519,2021-05-10T19:28:00+00:00,2021-05-10,2021,,Use after free in Payments.,Payments,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop.html
CVE-2021-30520,2021-05-10T19:28:00+00:00,2021-05-10,2021,,Use after free in Tab Strip.,Tab Strip,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop.html
CVE-2021-30513,2021-05-10T19:28:00+00:00,2021-05-10,2021,,Type Confusion in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop.html
CVE-2021-30529,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Use after free in Bookmarks.,Bookmarks,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-4322,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Use after free in DevTools.,DevTools,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30528,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Use after free in WebAuthentication.,WebAuthentication,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30527,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Use after free in WebUI.,WebUI,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30522,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Use after free in WebAudio.,WebAudio,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30525,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Use after free in TabGroups.,TabGroups,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30523,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Use after free in WebRTC.,WebRTC,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30521,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Heap buffer overflow in Autofill.,Autofill,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30530,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Out of bounds memory access in WebAudio.,WebAudio,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30526,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Out of bounds write in TabStrip.,TabStrip,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30531,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Insufficient policy enforcement in Content Security Policy.,Content Security Policy,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30524,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Use after free in TabStrip.,TabStrip,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30533,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Insufficient policy enforcement in PopupBlocker.,PopupBlocker,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30532,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Insufficient policy enforcement in Content Security Policy.,Content Security Policy,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30540,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Incorrect security UI in payments.,payments,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30539,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Insufficient policy enforcement in content security policy.,content security policy,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30538,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Insufficient policy enforcement in content security policy.,content security policy,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30537,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Insufficient policy enforcement in cookies.,cookies,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-4321,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Policy bypass in Blink.,Blink,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30558,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Insufficient policy enforcement in content security policy.,content security policy,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30543,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Use after free in Tab Strip.,Tab Strip,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30542,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Use after free in Tab Strip.,Tab Strip,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30535,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Double free in ICU.,ICU,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30534,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Insufficient policy enforcement in iFrameSandbox.,iFrameSandbox,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30536,2021-05-25T19:17:00.006000+00:00,2021-05-25,2021,,Out of bounds read in V8.,V8,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/05/stable-channel-update-for-desktop_25.html
CVE-2021-30547,2021-06-09T18:41:00.001000+00:00,2021-06-09,2021,,Out of bounds write in ANGLE.,ANGLE,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/06/stable-channel-update-for-desktop.html
CVE-2021-30544,2021-06-09T18:41:00.001000+00:00,2021-06-09,2021,,Use after free in BFCache.,BFCache,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/06/stable-channel-update-for-desktop.html
CVE-2021-30545,2021-06-09T18:41:00.001000+00:00,2021-06-09,2021,,Use after free in Extensions.,Extensions,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/06/stable-channel-update-for-desktop.html
CVE-2021-30546,2021-06-09T18:41:00.001000+00:00,2021-06-09,2021,,Use after free in Autofill.,Autofill,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/06/stable-channel-update-for-desktop.html
CVE-2021-30548,2021-06-09T18:41:00.001000+00:00,2021-06-09,2021,,Use after free in Loader.,Loader,Stable Channel Update for Desktop,https://chromereleases.googleblog.com/2021/06/stable-channel-update-for-desktop.html
